80,9.756463864811064,1.2031104056088022
81,9.706104601291038,1.1906214983902221
82,9.657540453076646,1.1786459618475242
83,9.610846247487133,1.1671987692357897
84,9.566130894763793,1.1563063330933478
85,9.523534465422403,1.145988396950758
86,9.48313568660512,1.136241742726801
87,9.445038000125683,1.1271014832816704
88,9.408965425772422,1.1184934625136393
89,9.375158132241468,1.1104657451634552
90,9.343748244010966,1.1030419653372632
91,9.315051519142644,1.0962829729444576
92,9.288848138850293,1.0901435406284983
93,9.265383744133516,1.0846681718858724
94,9.244863174970034,1.0798970289491223
95,9.227164561291215,1.0758037286436533
96,9.21251204959141,1.0724283173263767
97,9.20100517571281,1.0697930096159822
98,9.192522595892505,1.067851842494901
99,9.187015397718584,1.0665995212834951
100,9.184416242009467,1.0660107152335139
